source,target,type,voltage_kv,capacity_mva,length_km,reactance_pu,resistance_pu
IN-C02793-SS,IN-C02811-SS,sub_transmission,132,63,4.68,0.007484,0.002034
IN-C02794-SS,IN-C02850-SS,sub_transmission,132,63,7.64,0.012229,0.00239
IN-C02797-SS,IN-C02970-SS,sub_transmission,132,63,10.98,0.017576,0.004653
IN-C02798-SS,IN-C02995-SS,sub_transmission,132,63,15.07,0.024119,0.003672
IN-C02798-SS,IN-C02977-SS,sub_transmission,132,63,18.01,0.028812,0.003501
IN-C02799-SS,IN-C02994-SS,sub_transmission,132,63,0.49,0.0016,0.000392
IN-C02802-SS,IN-C02982-SS,sub_transmission,132,63,10.29,0.016463,0.003331
IN-C02802-SS,IN-C02983-SS,sub_transmission,132,63,10.96,0.01753,0.00322
IN-C02804-SS,IN-C02842-SS,sub_transmission,132,63,29.25,0.046801,0.007188
IN-C02804-SS,IN-C02836-SS,sub_transmission,132,63,29.27,0.046826,0.007776
IN-C02805-SS,IN-C02806-SS,sub_transmission,132,63,3.98,0.006371,0.001892
IN-C02807-SS,IN-C02808-SS,sub_transmission,132,63,1.31,0.002095,0.000587
IN-C02807-SS,IN-C03018-SS,sub_transmission,132,63,2.64,0.004229,0.001037
IN-C02808-SS,IN-C03018-SS,sub_transmission,132,63,3.95,0.006313,0.000901
IN-C02810-SS,IN-C03023-SS,sub_transmission,132,63,14.0,0.022399,0.006346
IN-C02812-SS,IN-C02906-SS,sub_transmission,132,63,7.11,0.011381,0.0016
IN-C02812-SS,IN-C02844-SS,sub_transmission,132,63,10.13,0.016215,0.004284
IN-C02813-SS,IN-C02939-SS,sub_transmission,132,63,14.17,0.022678,0.006158
IN-C02814-SS,IN-C02841-SS,sub_transmission,132,63,7.05,0.011281,0.001812
IN-C02814-SS,IN-C02861-SS,sub_transmission,132,63,7.44,0.011912,0.003042
IN-C02815-SS,IN-C02932-SS,sub_transmission,132,63,30.17,0.048265,0.005845
IN-C02816-SS,IN-C02845-SS,sub_transmission,132,63,12.03,0.019247,0.002965
IN-C02817-SS,IN-C02928-SS,sub_transmission,132,63,0.83,0.0016,0.000394
IN-C02818-SS,IN-C02870-SS,sub_transmission,132,63,5.52,0.008832,0.001327
IN-C02820-SS,IN-C02959-SS,sub_transmission,132,63,5.59,0.00895,0.002116
IN-C02820-SS,IN-C02954-SS,sub_transmission,132,63,7.65,0.012238,0.002808
IN-C02822-SS,IN-C02860-SS,sub_transmission,132,63,5.08,0.008134,0.001943
IN-C02823-SS,IN-C03029-SS,sub_transmission,132,63,10.72,0.017153,0.002267
IN-C02823-SS,IN-C02829-SS,sub_transmission,132,63,13.93,0.02229,0.006314
IN-C02824-SS,IN-C02956-SS,sub_transmission,132,63,9.06,0.014494,0.003108
IN-C02827-SS,IN-C02947-SS,sub_transmission,132,63,5.53,0.008856,0.001261
IN-C02827-SS,IN-C03030-SS,sub_transmission,132,63,15.81,0.025288,0.005642
IN-C02829-SS,IN-C03033-SS,sub_transmission,132,63,14.3,0.022873,0.004757
IN-C02830-SS,IN-C02943-SS,sub_transmission,132,63,32.12,0.051388,0.006206
IN-C02831-SS,IN-C02948-SS,sub_transmission,132,63,4.76,0.007618,0.001416
IN-C02831-SS,IN-C02925-SS,sub_transmission,132,63,5.12,0.008196,0.001123
IN-C02832-SS,IN-C02836-SS,sub_transmission,132,63,12.83,0.020534,0.002857
IN-C02833-SS,IN-C02938-SS,sub_transmission,132,63,3.6,0.005757,0.000807
IN-C02834-SS,IN-C02835-SS,sub_transmission,132,63,11.12,0.0178,0.003535
IN-C02835-SS,IN-C02843-SS,sub_transmission,132,63,1.67,0.002671,0.000578
IN-C02836-SS,IN-C02842-SS,sub_transmission,132,63,6.07,0.009709,0.001746
IN-C02837-SS,IN-C02961-SS,sub_transmission,132,63,5.26,0.008416,0.001844
IN-C02837-SS,IN-C02962-SS,sub_transmission,132,63,7.77,0.012431,0.003126
IN-C02839-SS,IN-C02975-SS,sub_transmission,132,63,4.11,0.006572,0.00183
IN-C02841-SS,IN-C02861-SS,sub_transmission,132,63,8.69,0.013899,0.003091
IN-C02844-SS,IN-C02906-SS,sub_transmission,132,63,5.03,0.00805,0.001638
IN-C02845-SS,IN-C02846-SS,sub_transmission,132,63,1.72,0.002755,0.000813
IN-C02850-SS,IN-C02986-SS,sub_transmission,132,63,6.29,0.010058,0.00151
IN-C02851-SS,IN-C03022-SS,sub_transmission,132,63,23.55,0.037677,0.009206
IN-C02852-SS,IN-C03031-SS,sub_transmission,132,63,2.64,0.004225,0.000797
IN-C02852-SS,IN-C02864-SS,sub_transmission,132,63,9.48,0.015174,0.003232
IN-C02853-SS,IN-C02963-SS,sub_transmission,132,63,13.19,0.021102,0.005225
IN-C02855-SS,IN-C02869-SS,sub_transmission,132,63,6.57,0.010507,0.00268
IN-C02856-SS,IN-C03003-SS,sub_transmission,132,63,14.51,0.023223,0.006019
IN-C02856-SS,IN-C02936-SS,sub_transmission,132,63,15.92,0.025479,0.007264
IN-C02857-SS,IN-C02894-SS,sub_transmission,132,63,7.51,0.012023,0.002479
IN-C02857-SS,IN-C02953-SS,sub_transmission,132,63,8.08,0.012936,0.003335
IN-C02858-SS,IN-C03036-SS,sub_transmission,132,63,8.18,0.013092,0.003219
IN-C02862-SS,IN-C02973-SS,sub_transmission,132,63,9.56,0.015299,0.004199
IN-C02863-SS,IN-C02893-SS,sub_transmission,132,63,4.88,0.007803,0.001031
IN-C02864-SS,IN-C03031-SS,sub_transmission,132,63,12.06,0.019303,0.005718
IN-C02865-SS,IN-C02908-SS,sub_transmission,132,63,27.91,0.044656,0.010251
IN-C02866-SS,IN-C02956-SS,sub_transmission,132,63,15.5,0.024804,0.003667
IN-C02868-SS,IN-C02960-SS,sub_transmission,132,63,5.84,0.00934,0.002648
IN-C02868-SS,IN-C02897-SS,sub_transmission,132,63,11.93,0.019088,0.003938
IN-C02871-SS,IN-C02873-SS,sub_transmission,132,63,2.87,0.004597,0.000694
IN-C02872-SS,IN-C02933-SS,sub_transmission,132,63,4.16,0.006649,0.001407
IN-C02877-SS,IN-C02881-SS,sub_transmission,132,63,11.31,0.018099,0.003252
IN-C02877-SS,IN-C02887-SS,sub_transmission,132,63,12.89,0.020622,0.005749
IN-C02878-SS,IN-C02961-SS,sub_transmission,132,63,10.43,0.016695,0.004607
IN-C02880-SS,IN-C02999-SS,sub_transmission,132,63,7.79,0.012464,0.00297
IN-C02880-SS,IN-C03013-SS,sub_transmission,132,63,8.98,0.014372,0.0043
IN-C02881-SS,IN-C02904-SS,sub_transmission,132,63,3.9,0.006245,0.000905
IN-C02882-SS,IN-C02884-SS,sub_transmission,132,63,4.38,0.007015,0.001754
IN-C02883-SS,IN-C02897-SS,sub_transmission,132,63,3.73,0.005974,0.00123
IN-C02885-SS,IN-C02967-SS,sub_transmission,132,63,8.69,0.013906,0.001672
IN-C02887-SS,IN-C02963-SS,sub_transmission,132,63,6.27,0.01003,0.001524
IN-C02888-SS,IN-C02902-SS,sub_transmission,132,63,6.21,0.009934,0.001574
IN-C02890-SS,IN-C03030-SS,sub_transmission,132,63,15.71,0.025132,0.004348
IN-C02891-SS,IN-C02980-SS,sub_transmission,132,63,21.24,0.033991,0.004859
IN-C02891-SS,IN-C02907-SS,sub_transmission,132,63,23.69,0.037897,0.010869
IN-C02892-SS,IN-C02913-SS,sub_transmission,132,63,21.12,0.033785,0.01001
IN-C02895-SS,IN-C02968-SS,sub_transmission,132,63,22.98,0.036765,0.005307
IN-C02903-SS,IN-C02936-SS,sub_transmission,132,63,6.8,0.010886,0.003159
IN-C02907-SS,IN-C02980-SS,sub_transmission,132,63,3.45,0.005515,0.000721
IN-C02907-SS,IN-C02991-SS,sub_transmission,132,63,13.72,0.021958,0.002986
IN-C02908-SS,IN-C03003-SS,sub_transmission,132,63,23.57,0.037715,0.006418
IN-C02909-SS,IN-C02910-SS,sub_transmission,132,63,0.65,0.0016,0.000476
IN-C02909-SS,IN-C03032-SS,sub_transmission,132,63,8.08,0.012935,0.003077
IN-C02910-SS,IN-C03032-SS,sub_transmission,132,63,7.68,0.012291,0.003093
IN-C02911-SS,IN-C02965-SS,sub_transmission,132,63,16.76,0.026819,0.007682
IN-C02912-SS,IN-C02925-SS,sub_transmission,132,63,11.06,0.017699,0.004864
IN-C02914-SS,IN-C02961-SS,sub_transmission,132,63,8.12,0.012984,0.003306
IN-C02914-SS,IN-C03024-SS,sub_transmission,132,63,11.03,0.017649,0.002328
IN-C02916-SS,IN-C02962-SS,sub_transmission,132,63,12.19,0.019496,0.005757
IN-C02917-SS,IN-C02996-SS,sub_transmission,132,63,10.93,0.017486,0.005109
IN-C02919-SS,IN-C03024-SS,sub_transmission,132,63,7.63,0.012207,0.002733
IN-C02921-SS,IN-C03012-SS,sub_transmission,132,63,7.39,0.011821,0.00293
IN-C02924-SS,IN-C03023-SS,sub_transmission,132,63,8.29,0.013262,0.003265
IN-C02925-SS,IN-C02948-SS,sub_transmission,132,63,2.92,0.004678,0.001128
IN-C02929-SS,IN-C02989-SS,sub_transmission,132,63,7.34,0.011746,0.002965
IN-C02929-SS,IN-C02951-SS,sub_transmission,132,63,11.29,0.018065,0.004557
IN-C02932-SS,IN-C02985-SS,sub_transmission,132,63,14.46,0.023142,0.003309
IN-C02940-SS,IN-C03001-SS,sub_transmission,132,63,11.58,0.018532,0.004339
IN-C02942-SS,IN-C02949-SS,sub_transmission,132,63,9.81,0.015702,0.00465
IN-C02943-SS,IN-C02985-SS,sub_transmission,132,63,27.09,0.043345,0.007363
IN-C02944-SS,IN-C03037-SS,sub_transmission,132,63,17.61,0.028173,0.007003
IN-C02944-SS,IN-C02985-SS,sub_transmission,132,63,19.85,0.031766,0.004665
IN-C02945-SS,IN-C02966-SS,sub_transmission,132,63,8.32,0.013319,0.003642
IN-C02947-SS,IN-C03030-SS,sub_transmission,132,63,15.09,0.024152,0.003466
IN-C02950-SS,IN-C03007-SS,sub_transmission,132,63,7.4,0.011841,0.002356
IN-C02951-SS,IN-C02989-SS,sub_transmission,132,63,5.35,0.00856,0.001581
IN-C02958-SS,IN-C03015-SS,sub_transmission,132,63,3.91,0.006263,0.0018
IN-C02965-SS,IN-C02977-SS,sub_transmission,132,63,8.33,0.01333,0.003268
IN-C02966-SS,IN-C02995-SS,sub_transmission,132,63,10.57,0.01691,0.002343
IN-C02968-SS,IN-C02976-SS,sub_transmission,132,63,19.1,0.030556,0.005718
IN-C02969-SS,IN-C03035-SS,sub_transmission,132,63,1.73,0.002771,0.000429
IN-C02969-SS,IN-C03009-SS,sub_transmission,132,63,8.25,0.013194,0.003717
IN-C02979-SS,IN-C03000-SS,sub_transmission,132,63,7.96,0.012737,0.003269
IN-C02980-SS,IN-C02991-SS,sub_transmission,132,63,11.96,0.019138,0.00403
IN-C02981-SS,IN-C03038-SS,sub_transmission,132,63,39.43,0.063091,0.012317
IN-C02982-SS,IN-C02983-SS,sub_transmission,132,63,1.93,0.00309,0.000864
IN-C02987-SS,IN-C02994-SS,sub_transmission,132,63,4.52,0.007225,0.001397
IN-C02990-SS,IN-C02993-SS,sub_transmission,132,63,5.87,0.009384,0.001795
IN-C02992-SS,IN-C02993-SS,sub_transmission,132,63,2.7,0.004322,0.000521
IN-C02999-SS,IN-C03013-SS,sub_transmission,132,63,4.2,0.006719,0.001997
IN-C03000-SS,IN-C03005-SS,sub_transmission,132,63,15.44,0.024699,0.003219
IN-C03002-SS,IN-C03004-SS,sub_transmission,132,63,5.58,0.008921,0.002219
IN-C03006-SS,IN-C03010-SS,sub_transmission,132,63,4.03,0.006456,0.001466
IN-C03009-SS,IN-C03035-SS,sub_transmission,132,63,7.36,0.011779,0.003396
IN-C03011-SS,IN-C03012-SS,sub_transmission,132,63,33.65,0.053833,0.010723
IN-C03017-SS,IN-C03018-SS,sub_transmission,132,63,16.91,0.027054,0.005485
IN-C03022-SS,IN-C03026-SS,sub_transmission,132,63,5.09,0.008142,0.00156
IN-C02525-SS,IN-C02525-TR01,transformer_connection,132,315,1.49,0.002379,0.000355
IN-C02525-TR01,IN-C02525-FD011,feeder,33,100,10.47,0.0628,0.009335
IN-C02525-TR01,IN-C02525-FD012,feeder,33,100,11.62,0.069714,0.015157
IN-C02525-SS,IN-C02525-TR02,transformer_connection,132,315,2.79,0.004457,0.000698
IN-C02525-TR02,IN-C02525-FD021,feeder,33,100,11.66,0.069943,0.013652
IN-C02525-TR02,IN-C02525-FD022,feeder,33,100,1.93,0.011551,0.002451
IN-C02525-SS,IN-C02525-TR03,transformer_connection,132,315,1.86,0.002973,0.000518
IN-C02525-TR03,IN-C02525-FD031,feeder,33,100,3.07,0.018445,0.00296
IN-C02525-TR03,IN-C02525-FD032,feeder,33,100,5.24,0.031432,0.006226
IN-C02526-SS,IN-C02526-TR01,transformer_connection,132,315,5.66,0.009049,0.002584
IN-C02526-TR01,IN-C02526-FD011,feeder,33,100,8.47,0.050826,0.013877
IN-C02526-SS,IN-C02526-TR02,transformer_connection,132,315,4.95,0.007926,0.001932
IN-C02526-TR02,IN-C02526-FD021,feeder,33,100,10.03,0.060164,0.008136
IN-C02527-SS,IN-C02527-TR01,transformer_connection,132,315,2.19,0.003501,0.000979
IN-C02527-TR01,IN-C02527-FD011,feeder,33,100,5.02,0.030132,0.003928
IN-C02527-SS,IN-C02527-TR02,transformer_connection,132,315,2.85,0.004562,0.001114
IN-C02527-TR02,IN-C02527-FD021,feeder,33,100,5.11,0.030675,0.00765
IN-C02528-SS,IN-C02528-TR01,transformer_connection,132,200,1.49,0.00238,0.000427
IN-C02528-TR01,IN-C02528-FD011,feeder,33,100,4.69,0.028143,0.004387
IN-C02528-SS,IN-C02528-TR02,transformer_connection,132,200,5.23,0.008376,0.002409
IN-C02528-TR02,IN-C02528-FD021,feeder,33,100,2.95,0.017687,0.003032
IN-C02529-SS,IN-C02529-TR01,transformer_connection,132,160,5.7,0.009113,0.002598
IN-C02529-TR01,IN-C02529-FD011,feeder,33,100,9.65,0.057911,0.010819
IN-C02529-SS,IN-C02529-TR02,transformer_connection,132,160,2.44,0.003903,0.000787
IN-C02529-TR02,IN-C02529-FD021,feeder,33,100,3.0,0.017985,0.002555
IN-C02530-SS,IN-C02530-TR01,transformer_connection,132,200,5.8,0.009288,0.002615
IN-C02530-TR01,IN-C02530-FD011,feeder,33,100,9.91,0.059433,0.011976
IN-C02531-SS,IN-C02531-TR01,transformer_connection,132,160,1.9,0.003034,0.000374
IN-C02531-TR01,IN-C02531-FD011,feeder,33,100,2.84,0.017023,0.004898
IN-C02532-SS,IN-C02532-TR01,transformer_connection,132,160,5.26,0.008423,0.001248
IN-C02532-TR01,IN-C02532-FD011,feeder,33,100,6.56,0.039362,0.007987
IN-C02533-SS,IN-C02533-TR01,transformer_connection,132,160,3.18,0.005087,0.00076
IN-C02533-TR01,IN-C02533-FD011,feeder,33,100,9.16,0.05497,0.008057
IN-C02534-SS,IN-C02534-TR01,transformer_connection,132,160,4.52,0.00723,0.001113
IN-C02534-TR01,IN-C02534-FD011,feeder,33,100,8.7,0.052218,0.013929
IN-C02535-SS,IN-C02535-TR01,transformer_connection,132,100,5.68,0.009086,0.001939
IN-C02535-TR01,IN-C02535-FD011,feeder,33,100,1.72,0.010337,0.001587
IN-C02525-GEN01,IN-C02525-SS,generator_connection,220,800,8.68,0.007812,0.002298
IN-C02526-GEN02,IN-C02526-SS,generator_connection,220,800,10.68,0.009613,0.001304
IN-C02527-GEN03,IN-C02527-SS,generator_connection,220,800,16.58,0.014924,0.003696
IN-C02528-GEN04,IN-C02528-SS,generator_connection,220,800,2.74,0.00247,0.000677
IN-C02529-GEN05,IN-C02529-SS,generator_connection,220,800,8.52,0.007666,0.00183
IN-C02530-GEN06,IN-C02530-SS,generator_connection,220,800,10.11,0.009101,0.001464
IN-C02531-GEN07,IN-C02531-SS,generator_connection,220,800,10.23,0.009203,0.002253
IN-C02532-GEN08,IN-C02532-SS,generator_connection,220,800,13.44,0.012098,0.002556
IN-C02533-GEN09,IN-C02533-SS,generator_connection,220,800,12.62,0.011356,0.002408
IN-CHH-HUB-GEN,IN-CHH-HUB,generator_connection,400,3000,1.0,0.0005,0.000106
IN-DAD-HUB,IN-WR-HUB,state_interconnect_400kv,400,500,138.66,0.069332,0.008497
IN-C03039-SS,IN-C03055-SS,sub_transmission,132,63,1.94,0.003108,0.000806
IN-C03039-SS,IN-C03049-SS,sub_transmission,132,63,2.28,0.003642,0.000551
IN-DAD-HUB,IN-C03039-SS,state_transmission_400kv,400,200,18.25,0.009126,0.002181
IN-C03040-SS,IN-C03042-SS,sub_transmission,132,63,0.0,0.0016,0.000339
IN-C03040-SS,IN-C03050-SS,sub_transmission,132,63,2.56,0.004103,0.000704
IN-DAD-HUB,IN-C03040-SS,state_transmission_400kv,400,100,7.66,0.003831,0.000735
IN-C03041-SS,IN-C03045-SS,sub_transmission,132,63,3.39,0.005432,0.00121
IN-C03041-SS,IN-C03050-SS,sub_transmission,132,63,4.04,0.006464,0.001613
IN-DAD-HUB,IN-C03041-SS,state_transmission_400kv,400,100,8.45,0.004224,0.001006
IN-C03042-SS,IN-C03050-SS,sub_transmission,132,63,2.56,0.004103,0.000777
IN-C03043-SS,IN-C03049-SS,sub_transmission,132,63,3.13,0.005014,0.000885
IN-C03044-SS,IN-C03054-SS,sub_transmission,132,63,195.02,0.312038,0.052994
IN-C03046-SS,IN-C03055-SS,sub_transmission,132,63,3.99,0.006384,0.001313
IN-C03048-SS,IN-C03052-SS,sub_transmission,132,63,3.43,0.005482,0.001015
IN-C03048-SS,IN-C03054-SS,sub_transmission,132,63,3.77,0.006031,0.000997
IN-C03049-SS,IN-C03051-SS,sub_transmission,132,63,1.25,0.001994,0.000265
IN-C03050-SS,IN-C03054-SS,sub_transmission,132,63,2.15,0.003445,0.000521
IN-C03039-SS,IN-C03039-TR01,transformer_connection,132,100,4.73,0.007562,0.001678
IN-C03039-TR01,IN-C03039-FD011,feeder,33,100,7.34,0.044031,0.008264
IN-C03040-SS,IN-C03040-TR01,transformer_connection,132,63,5.47,0.008757,0.001803
IN-C03040-TR01,IN-C03040-FD011,feeder,33,63,1.78,0.010694,0.002952
IN-C03039-GEN01,IN-C03039-SS,generator_connection,220,500,9.11,0.008202,0.001344
IN-DAD-HUB-GEN,IN-DAD-HUB,generator_connection,400,3000,1.0,0.0005,0.000111
IN-DEL-HUB,IN-NR-HUB,state_interconnect_400kv,400,3150,8.09,0.004046,0.000643
IN-C03058-SS,IN-C03061-SS,sub_transmission,220,800,3.77,0.003393,0.000584
IN-C03058-SS,IN-C03163-SS,sub_transmission,132,800,5.14,0.008229,0.001435
IN-DEL-HUB,IN-C03058-SS,state_transmission_400kv,400,1200,8.92,0.004459,0.001239
IN-C03059-SS,IN-C03084-SS,sub_transmission,132,800,1.33,0.002123,0.000573
IN-C03059-SS,IN-C03153-SS,sub_transmission,132,800,3.32,0.005312,0.000929
IN-DEL-HUB,IN-C03059-SS,state_transmission_400kv,400,1200,16.3,0.008149,0.002211
IN-C03060-SS,IN-C03125-SS,sub_transmission,132,500,1.38,0.002211,0.000464
IN-C03060-SS,IN-C03145-SS,sub_transmission,132,500,2.61,0.004181,0.000953
IN-DEL-HUB,IN-C03060-SS,state_transmission_400kv,400,1200,22.96,0.011482,0.003284
IN-C03061-SS,IN-C03163-SS,sub_transmission,132,200,2.35,0.003768,0.00046
IN-C03062-SS,IN-C03065-SS,sub_transmission,220,200,1.43,0.001283,0.000261
IN-C03062-SS,IN-C03090-SS,sub_transmission,132,200,1.44,0.002296,0.000608
IN-C03063-SS,IN-C03065-SS,sub_transmission,220,160,1.39,0.001255,0.000153
IN-C03063-SS,IN-C03103-SS,sub_transmission,132,160,1.42,0.002276,0.000426
IN-C03064-SS,IN-C03085-SS,sub_transmission,132,160,1.65,0.002638,0.000641
IN-C03064-SS,IN-C03164-SS,sub_transmission,132,160,2.13,0.00341,0.000879
IN-C03066-SS,IN-C03094-SS,sub_transmission,132,100,2.0,0.0032,0.000778
IN-C03066-SS,IN-C03110-SS,sub_transmission,132,100,2.41,0.003859,0.000513
IN-C03067-SS,IN-C03091-SS,sub_transmission,132,100,1.43,0.002295,0.000592
IN-C03067-SS,IN-C03135-SS,sub_transmission,132,100,2.51,0.004021,0.000709
IN-C03068-SS,IN-C03096-SS,sub_transmission,132,100,1.0,0.0016,0.000419
IN-C03068-SS,IN-C03074-SS,sub_transmission,132,100,1.77,0.002827,0.000567
IN-C03069-SS,IN-C03095-SS,sub_transmission,132,100,1.16,0.001854,0.000308
IN-C03069-SS,IN-C03085-SS,sub_transmission,132,100,2.4,0.003847,0.000948
IN-C03070-SS,IN-C03149-SS,sub_transmission,132,100,2.75,0.004396,0.000671
IN-C03070-SS,IN-C03082-SS,sub_transmission,132,100,3.33,0.005321,0.001048
IN-C03071-SS,IN-C03172-SS,sub_transmission,132,63,0.73,0.0016,0.000381
IN-C03071-SS,IN-C03119-SS,sub_transmission,132,63,5.55,0.008884,0.001322
IN-C03072-SS,IN-C03127-SS,sub_transmission,132,63,0.48,0.0016,0.000445
IN-C03072-SS,IN-C03155-SS,sub_transmission,132,63,1.53,0.002451,0.000621
IN-C03073-SS,IN-C03088-SS,sub_transmission,132,63,2.03,0.003251,0.000632
IN-C03074-SS,IN-C03096-SS,sub_transmission,132,63,0.77,0.0016,0.000269
IN-C03075-SS,IN-C03080-SS,sub_transmission,132,63,0.74,0.0016,0.000322
IN-C03075-SS,IN-C03083-SS,sub_transmission,132,63,1.23,0.00197,0.000413
IN-C03076-SS,IN-C03133-SS,sub_transmission,132,63,0.92,0.0016,0.000284
IN-C03077-SS,IN-C03112-SS,sub_transmission,132,63,0.75,0.0016,0.000241
IN-C03077-SS,IN-C03108-SS,sub_transmission,132,63,1.08,0.00173,0.000492
IN-C03078-SS,IN-C03118-SS,sub_transmission,132,63,1.19,0.001902,0.000423
IN-C03078-SS,IN-C03111-SS,sub_transmission,132,63,3.33,0.005335,0.000657
IN-C03079-SS,IN-C03154-SS,sub_transmission,132,63,2.86,0.004575,0.000615
IN-C03079-SS,IN-C03136-SS,sub_transmission,132,63,3.46,0.005543,0.001064
IN-C03080-SS,IN-C03083-SS,sub_transmission,132,63,1.27,0.002037,0.000443
IN-C03081-SS,IN-C03083-SS,sub_transmission,132,63,1.54,0.002457,0.000357
IN-C03082-SS,IN-C03149-SS,sub_transmission,132,63,0.65,0.0016,0.000366
IN-C03082-SS,IN-C03141-SS,sub_transmission,132,63,1.14,0.001828,0.000228
IN-C03084-SS,IN-C03153-SS,sub_transmission,132,63,4.26,0.006823,0.001272
IN-C03085-SS,IN-C03095-SS,sub_transmission,132,63,1.29,0.002062,0.000517
IN-C03086-SS,IN-C03167-SS,sub_transmission,132,63,1.18,0.001886,0.00028
IN-C03086-SS,IN-C03101-SS,sub_transmission,132,63,2.01,0.003209,0.000727
IN-C03087-SS,IN-C03115-SS,sub_transmission,132,63,1.66,0.002659,0.000375
IN-C03087-SS,IN-C03103-SS,sub_transmission,132,63,2.36,0.003784,0.000674
IN-C03088-SS,IN-C03090-SS,sub_transmission,132,63,2.77,0.004433,0.001222
IN-C03089-SS,IN-C03129-SS,sub_transmission,132,63,1.57,0.002514,0.000722
IN-C03089-SS,IN-C03110-SS,sub_transmission,132,63,1.97,0.003145,0.00061
IN-C03090-SS,IN-C03132-SS,sub_transmission,132,63,1.42,0.002279,0.000291
IN-C03091-SS,IN-C03135-SS,sub_transmission,132,63,3.69,0.005907,0.001338
IN-C03092-SS,IN-C03134-SS,sub_transmission,132,63,0.93,0.0016,0.000283
IN-C03092-SS,IN-C03122-SS,sub_transmission,132,63,2.08,0.003334,0.000799
IN-C03093-SS,IN-C03101-SS,sub_transmission,132,63,1.72,0.002755,0.000619
IN-C03093-SS,IN-C03167-SS,sub_transmission,132,63,2.13,0.00341,0.000552
IN-C03094-SS,IN-C03100-SS,sub_transmission,132,63,1.71,0.002732,0.000448
IN-C03097-SS,IN-C03162-SS,sub_transmission,132,63,0.97,0.0016,0.000384
IN-C03098-SS,IN-C03117-SS,sub_transmission,132,63,0.76,0.0016,0.000426
IN-C03098-SS,IN-C03132-SS,sub_transmission,132,63,2.88,0.004614,0.00109
IN-C03099-SS,IN-C03137-SS,sub_transmission,132,63,2.16,0.003457,0.000522
IN-C03099-SS,IN-C03124-SS,sub_transmission,132,63,2.76,0.00442,0.001026
IN-C03100-SS,IN-C03129-SS,sub_transmission,132,63,1.51,0.002422,0.00042
IN-C03101-SS,IN-C03167-SS,sub_transmission,132,63,1.66,0.002657,0.000684
IN-C03104-SS,IN-C03118-SS,sub_transmission,132,63,2.99,0.004777,0.000728
IN-C03104-SS,IN-C03111-SS,sub_transmission,132,63,2.99,0.004783,0.000945
IN-C03105-SS,IN-C03143-SS,sub_transmission,132,63,2.14,0.003421,0.000457
IN-C03107-SS,IN-C03157-SS,sub_transmission,132,63,1.69,0.0027,0.000646
IN-C03107-SS,IN-C03158-SS,sub_transmission,132,63,3.0,0.004806,0.001116
IN-C03108-SS,IN-C03155-SS,sub_transmission,132,63,0.53,0.0016,0.0002
IN-C03109-SS,IN-C03160-SS,sub_transmission,132,63,4.6,0.007362,0.00177
IN-C03109-SS,IN-C03153-SS,sub_transmission,132,63,5.19,0.008312,0.001506
IN-C03110-SS,IN-C03129-SS,sub_transmission,132,63,1.7,0.002715,0.000421
IN-C03112-SS,IN-C03141-SS,sub_transmission,132,63,1.15,0.001841,0.000461
IN-C03113-SS,IN-C03120-SS,sub_transmission,132,63,4.91,0.007857,0.001258
IN-C03113-SS,IN-C03130-SS,sub_transmission,132,63,5.1,0.008161,0.00177
IN-C03114-SS,IN-C03138-SS,sub_transmission,132,63,1.44,0.0023,0.000628
IN-C03114-SS,IN-C03158-SS,sub_transmission,132,63,1.97,0.003154,0.000403
IN-C03115-SS,IN-C03129-SS,sub_transmission,132,63,2.14,0.003431,0.000766
IN-C03116-SS,IN-C03122-SS,sub_transmission,132,63,1.24,0.001977,0.00054
IN-C03116-SS,IN-C03165-SS,sub_transmission,132,63,2.1,0.003353,0.000538
IN-C03117-SS,IN-C03132-SS,sub_transmission,132,63,2.16,0.003459,0.000948
IN-C03119-SS,IN-C03165-SS,sub_transmission,132,63,4.8,0.007687,0.001011
IN-C03120-SS,IN-C03144-SS,sub_transmission,132,63,2.43,0.00389,0.000917
IN-C03120-SS,IN-C03130-SS,sub_transmission,132,63,2.5,0.003995,0.000607
IN-C03121-SS,IN-C03132-SS,sub_transmission,132,63,1.38,0.002213,0.000326
IN-C03122-SS,IN-C03135-SS,sub_transmission,132,63,1.02,0.001637,0.000476
IN-C03123-SS,IN-C03124-SS,sub_transmission,132,63,1.67,0.002676,0.000404
IN-C03125-SS,IN-C03145-SS,sub_transmission,132,63,3.05,0.004874,0.000652
IN-C03126-SS,IN-C03168-SS,sub_transmission,132,63,4.98,0.007963,0.002029
IN-C03127-SS,IN-C03155-SS,sub_transmission,132,63,1.95,0.003116,0.000661
IN-C03128-SS,IN-C03145-SS,sub_transmission,132,63,2.46,0.00394,0.001119
IN-C03130-SS,IN-C03144-SS,sub_transmission,132,63,0.52,0.0016,0.000224
IN-C03130-SS,IN-C03151-SS,sub_transmission,132,63,1.26,0.002009,0.000376
IN-C03131-SS,IN-C03166-SS,sub_transmission,132,63,1.65,0.002646,0.000391
IN-C03131-SS,IN-C03157-SS,sub_transmission,132,63,3.56,0.005695,0.00113
